IDM_;LPHD;1;eMtnRly2Set1;Parameter of relay selection for alarm by in advance warning to maintenance by operation number - Relay 2;HR19215B3 - Parameter of relay selection for alarm by in advance warning to maintenance by operation number - Relay 2;
IDM_;LPHD;1;eMtnRly3Set1;Parameter of relay selection for alarm by in advance warning to maintenance by operation number - Relay 3;HR19215B4 - Parameter of relay selection for alarm by in advance warning to maintenance by operation number - Relay 3;
IDM_;LPHD;1;eMtnRly4Set1;Parameter of relay selection for alarm by in advance warning to maintenance by operation number - Relay 4;HR19215B5 - Parameter of relay selection for alarm by in advance warning to maintenance by operation number - Relay 4;
IDM_;LPHD;1;eMtnRly5Set1;Parameter of relay selection for alarm by in advance warning to maintenance by operation number - Relay 5;HR19215B6 - Parameter of relay selection for alarm by in advance warning to maintenance by operation number - Relay 5;
IDM_;LPHD;1;MtnRly1Set1;Parameter of relay selection for alarm to maintenance by opration number - Relay 1;HR19216B2 - Parameter of relay selection for alarm to maintenance by opration number - Relay 1;
IDM_;LPHD;1;MtnRly2Set1;Parameter of relay selection for alarm to maintenance by opration number - Relay 2;HR19216B3 - Parameter of relay selection for alarm to maintenance by opration number - Relay 2;
IDM_;LPHD;1;MtnRly3Set1;Parameter of relay selection for alarm to maintenance by opration number - Relay 3;HR19216B4 - Parameter of relay selection for alarm to maintenance by opration number - Relay 3;
IDM_;LPHD;1;MtnRly4Set1;Parameter of relay selection for alarm to maintenance by opration number - Relay 4;HR19216B5 - Parameter of relay selection for alarm to maintenance by opration number - Relay 4;
IDM_;LPHD;1;MtnRly5Set1;Parameter of relay selection for alarm to maintenance by opration number - Relay 5;HR19216B6 - Parameter of relay selection for alarm to maintenance by opration number - Relay 5;
IDM_;LPHD;1;eMtnRly1Set2;Parameter of relay selection for alarm for in advance warning to maintenance by current integration - Relay 1;HR19217B2 - Parameter of relay selection for alarm for in advance warning to maintenance by current integration - Relay 1;
IDM_;LPHD;1;eMtnRly2Set2;Parameter of relay selection for alarm for in advance warning to maintenance by current integration - Relay 2;HR19217B3 - Parameter of relay selection for alarm for in advance warning to maintenance by current integration - Relay 2;
IDM_;LPHD;1;eMtnRly3Set2;Parameter of relay selection for alarm for in advance warning to maintenance by current integration - Relay 3;HR19217B4 - Parameter of relay selection for alarm for in advance warning to maintenance by current integration - Relay 3;
IDM_;LPHD;1;eMtnRly4Set2;Parameter of relay selection for alarm for in advance warning to maintenance by current integration - Relay 4;HR19217B5 - Parameter of relay selection for alarm for in advance warning to maintenance by current integration - Relay 4;
IDM_;LPHD;1;eMtnRly5Set2;Parameter of relay selection for alarm for in advance warning to maintenance by current integration - Relay 5;HR19217B6 - Parameter of relay selection for alarm for in advance warning to maintenance by current integration - Relay 5;
IDM_;LPHD;1;MtnRly1Set2;Parameter of relay selection for alarm to maintenance by current integration - Relay 1;HR19218B2 - Parameter of relay selection for alarm to maintenance by current integration - Relay 1;
IDM_;LPHD;1;MtnRly2Set2;Parameter of relay selection for alarm to maintenance by current integration - Relay 2;HR19218B3 - Parameter of relay selection for alarm to maintenance by current integration - Relay 2;
IDM_;LPHD;1;MtnRly3Set2;Parameter of relay selection for alarm to maintenance by current integration - Relay 3;HR19218B4 - Parameter of relay selection for alarm to maintenance by current integration - Relay 3;
IDM_;LPHD;1;MtnRly4Set2;Parameter of relay selection for alarm to maintenance by current integration - Relay 4;HR19218B5 - Parameter of relay selection for alarm to maintenance by current integration - Relay 4;
IDM_;LPHD;1;MtnRly5Set2;Parameter of relay selection for alarm to maintenance by current integration - Relay 5;HR19218B6 - Parameter of relay selection for alarm to maintenance by current integration - Relay 5;
IDM_;LPHD;1;eMtnRly1Set3;Parameter of relay selection for alarm by in advance warning to maintenance by service live - Relay 1;HR19219B2 - Parameter of relay selection for alarm by in advance warning to maintenance by service live - Relay 1;
IDM_;LPHD;1;eMtnRly2Set3;Parameter of relay selection for alarm by in advance warning to maintenance by service live - Relay 2;HR19219B3 - Parameter of relay selection for alarm by in advance warning to maintenance by service live - Relay 2;
IDM_;LPHD;1;eMtnRly3Set3;Parameter of relay selection for alarm by in advance warning to maintenance by service live - Relay 3;HR19219B4 - Parameter of relay selection for alarm by in advance warning to maintenance by service live - Relay 3;
IDM_;LPHD;1;eMtnRly4Set3;Parameter of relay selection for alarm by in advance warning to maintenance by service live - Relay 4;HR19219B5 - Parameter of relay selection for alarm by in advance warning to maintenance by service live - Relay 4;
IDM_;LPHD;1;eMtnRly5Set3;Parameter of relay selection for alarm by in advance warning to maintenance by service live - Relay 5;HR19219B6 - Parameter of relay selection for alarm by in advance warning to maintenance by service live - Relay 5;
IDM_;LPHD;1;MtnRly1Set3;Parameter of relay selection for alarm by warning to maintenance by service live - Relay 1;HR19220B2 - Parameter of relay selection for alarm by warning to maintenance by service live - Relay 1;
IDM_;LPHD;1;MtnRly2Set3;Parameter of relay selection for alarm by warning to maintenance by service live - Relay 2;HR19220B3 - Parameter of relay selection for alarm by warning to maintenance by service live - Relay 2;
IDM_;LPHD;1;MtnRly3Set3;Parameter of relay selection for alarm by warning to maintenance by service live - Relay 3;HR19220B4 - Parameter of relay selection for alarm by warning to maintenance by service live - Relay 3;
IDM_;LPHD;1;MtnRly4Set3;Parameter of relay selection for alarm by warning to maintenance by service live - Relay 4;HR19220B5 - Parameter of relay selection for alarm by warning to maintenance by service live - Relay 4;
IDM_;LPHD;1;MtnRly5Set3;Parameter of relay selection for alarm by warning to maintenance by service live - Relay 5;HR19220B6 - Parameter of relay selection for alarm by warning to maintenance by service live - Relay 5;
IDM_;LPHD;1;OpTmRly1Set1;Parameter of relay selection for alarm by motor operation time to OLTC operation - Very low - Relay 1;HR19221B2 - Parameter of relay selection for alarm by motor operation time to OLTC operation - Very low - Relay 1;
IDM_;LPHD;1;OpTmRly2Set1;Parameter of relay selection for alarm by motor operation time to OLTC operation - Very low - Relay 2;HR19221B3 - Parameter of relay selection for alarm by motor operation time to OLTC operation - Very low - Relay 2;
IDM_;LPHD;1;OpTmRly3Set1;Parameter of relay selection for alarm by motor operation time to OLTC operation - Very low - Relay 3;HR19221B4 - Parameter of relay selection for alarm by motor operation time to OLTC operation - Very low - Relay 3;
IDM_;LPHD;1;OpTmRly4Set1;Parameter of relay selection for alarm by motor operation time to OLTC operation - Very low - Relay 4;HR19221B5 - Parameter of relay selection for alarm by motor operation time to OLTC operation - Very low - Relay 4;
IDM_;LPHD;1;OpTmRly5Set1;Parameter of relay selection for alarm by motor operation time to OLTC operation - Very low - Relay 5;HR19221B6 - Parameter of relay selection for alarm by motor operation time to OLTC operation - Very low - Relay 5;
IDM_;LPHD;1;OpTmRly1Set2;Parameter of relay selection for alarm by motor operation time to OLTC operation - Low - Relay 1;HR19222B2 - Parameter of relay selection for alarm by motor operation time to OLTC operation - Low - Relay 1;
IDM_;LPHD;1;OpTmRly2Set2;Parameter of relay selection for alarm by motor operation time to OLTC operation - Low - Relay 2;HR19222B3 - Parameter of relay selection for alarm by motor operation time to OLTC operation - Low - Relay 2;
IDM_;LPHD;1;OpTmRly3Set2;Parameter of relay selection for alarm by motor operation time to OLTC operation - Low - Relay 3;HR19222B4 - Parameter of relay selection for alarm by motor operation time to OLTC operation - Low - Relay 3;
IDM_;LPHD;1;OpTmRly4Set2;Parameter of relay selection for alarm by motor operation time to OLTC operation - Low - Relay 4;HR19222B5 - Parameter of relay selection for alarm by motor operation time to OLTC operation - Low - Relay 4;
IDM_;LPHD;1;OpTmRly5Set2;Parameter of relay selection for alarm by motor operation time to OLTC operation - Low - Relay 5;HR19222B6 - Parameter of relay selection for alarm by motor operation time to OLTC operation - Low - Relay 5;
IDM_;LPHD;1;OpTmRly1Set3;Parameter of relay selection for alarm by motor operation time to OLTC operation - High- relay 1;HR19223B2 - Parameter of relay selection for alarm by motor operation time to OLTC operation - High- relay 1;
IDM_;LPHD;1;OpTmRly2Set3;Parameter of relay selection for alarm by motor operation time to OLTC operation - High- relay 2;HR19223B3 - Parameter of relay selection for alarm by motor operation time to OLTC operation - High- relay 2;
IDM_;LPHD;1;OpTmRly3Set3;Parameter of relay selection for alarm by motor operation time to OLTC operation - High- relay 3;HR19223B4 - Parameter of relay selection for alarm by motor operation time to OLTC operation - High- relay 3;
IDM_;LPHD;1;OpTmRly4Set3;Parameter of relay selection for alarm by motor operation time to OLTC operation - High- relay 4;HR19223B5 - Parameter of relay selection for alarm by motor operation time to OLTC operation - High- relay 4;
IDM_;LPHD;1;OpTmRly5Set3;Parameter of relay selection for alarm by motor operation time to OLTC operation - High- relay 5;HR19223B6 - Parameter of relay selection for alarm by motor operation time to OLTC operation - High- relay 5;
IDM_;LPHD;1;OpTmRly1Set4;Parameter of relay selection for alarm by motor operation time to OLTC operation - Very high - Relay 1;HR19224B2 - Parameter of relay selection for alarm by motor operation time to OLTC operation - Very high - Relay 1;
IDM_;LPHD;1;OpTmRly2Set4;Parameter of relay selection for alarm by motor operation time to OLTC operation - Very high - Relay 2;HR19224B3 - Parameter of relay selection for alarm by motor operation time to OLTC operation - Very high - Relay 2;
IDM_;LPHD;1;OpTmRly3Set4;Parameter of relay selection for alarm by motor operation time to OLTC operation - Very high - Relay 3;HR19224B4 - Parameter of relay selection for alarm by motor operation time to OLTC operation - Very high - Relay 3;
IDM_;LPHD;1;OpTmRly4Set4;Parameter of relay selection for alarm by motor operation time to OLTC operation - Very high - Relay 4;HR19224B5 - Parameter of relay selection for alarm by motor operation time to OLTC operation - Very high - Relay 4;
IDM_;LPHD;1;OpTmRly5Set4;Parameter of relay selection for alarm by motor operation time to OLTC operation - Very high - Relay 5;HR19224B6 - Parameter of relay selection for alarm by motor operation time to OLTC operation - Very high - Relay 5;
IDM_;LPHD;1;TrgRly1Set;Parameter of relay selection for alarm by triggerd motor - Relay 1;HR19225B2 - Parameter of relay selection for alarm by triggerd motor - Relay 1;
IDM_;LPHD;1;TrgRly2Set;Parameter of relay selection for alarm by triggerd motor - Relay 2;HR19225B3 - Parameter of relay selection for alarm by triggerd motor - Relay 2;
IDM_;LPHD;1;TrgRly3Set;Parameter of relay selection for alarm by triggerd motor - Relay 3;HR19225B4 - Parameter of relay selection for alarm by triggerd motor - Relay 3;
IDM_;LPHD;1;TrgRly4Set;Parameter of relay selection for alarm by triggerd motor - Relay 4;HR19225B5 - Parameter of relay selection for alarm by triggerd motor - Relay 4;
IDM_;LPHD;1;TrgRly5Set;Parameter of relay selection for alarm by triggerd motor - Relay 5;HR19225B6 - Parameter of relay selection for alarm by triggerd motor - Relay 5;
IDM_;LPHD;1;OscVRly1Set1;Parameter of relay selection for alarm by command voltage during oscilography - Low - Relay 1;HR19226B2 - Parameter of relay selection for alarm by command voltage during oscilography - Low - Relay 1;
IDM_;LPHD;1;OscVRly2Set1;Parameter of relay selection for alarm by command voltage during oscilography - Low - Relay 2;HR19226B3 - Parameter of relay selection for alarm by command voltage during oscilography - Low - Relay 2;
IDM_;LPHD;1;OscVRly3Set1;Parameter of relay selection for alarm by command voltage during oscilography - Low - Relay 3;HR19226B4 - Parameter of relay selection for alarm by command voltage during oscilography - Low - Relay 3;
IDM_;LPHD;1;OscVRly4Set1;Parameter of relay selection for alarm by command voltage during oscilography - Low - Relay 4;HR19226B5 - Parameter of relay selection for alarm by command voltage during oscilography - Low - Relay 4;
IDM_;LPHD;1;OscVRly5Set1;Parameter of relay selection for alarm by command voltage during oscilography - Low - Relay 5;HR19226B6 - Parameter of relay selection for alarm by command voltage during oscilography - Low - Relay 5;
IDM_;LPHD;1;OscVRly1Set2;Parameter of relay selection for alarm by command voltage during oscilography - Very low - Relay 1;HR19227B2 - Parameter of relay selection for alarm by command voltage during oscilography - Very low - Relay 1;
IDM_;LPHD;1;OscVRly2Set2;Parameter of relay selection for alarm by command voltage during oscilography - Very low - Relay 2;HR19227B3 - Parameter of relay selection for alarm by command voltage during oscilography - Very low - Relay 2;
IDM_;LPHD;1;OscVRly3Set2;Parameter of relay selection for alarm by command voltage during oscilography - Very low - Relay 3;HR19227B4 - Parameter of relay selection for alarm by command voltage during oscilography - Very low - Relay 3;
IDM_;LPHD;1;OscVRly4Set2;Parameter of relay selection for alarm by command voltage during oscilography - Very low - Relay 4;HR19227B5 - Parameter of relay selection for alarm by command voltage during oscilography - Very low - Relay 4;
IDM_;LPHD;1;OscVRly5Set2;Parameter of relay selection for alarm by command voltage during oscilography - Very low - Relay 5;HR19227B6 - Parameter of relay selection for alarm by command voltage during oscilography - Very low - Relay 5;
IDM_;LPHD;1;OscVRly1Set3;Parameter of relay selection for alarm by command voltage during oscilography - High - Relay 1;HR19228B2 - Parameter of relay selection for alarm by command voltage during oscilography - High - Relay 1;
IDM_;LPHD;1;OscVRly2Set3;Parameter of relay selection for alarm by command voltage during oscilography - High - Relay 2;HR19228B3 - Parameter of relay selection for alarm by command voltage during oscilography - High - Relay 2;
IDM_;LPHD;1;OscVRly3Set3;Parameter of relay selection for alarm by command voltage during oscilography - High - Relay 3;HR19228B4 - Parameter of relay selection for alarm by command voltage during oscilography - High - Relay 3;
IDM_;LPHD;1;OscVRly4Set3;Parameter of relay selection for alarm by command voltage during oscilography - High - Relay 4;HR19228B5 - Parameter of relay selection for alarm by command voltage during oscilography - High - Relay 4;
IDM_;LPHD;1;OscVRly5Set3;Parameter of relay selection for alarm by command voltage during oscilography - High - Relay 5;HR19228B6 - Parameter of relay selection for alarm by command voltage during oscilography - High - Relay 5;
IDM_;LPHD;1;OscVRly1Set4;Parameter of relay selection for alarm by command voltage during oscilography - Very high - Relay 1;HR19229B2 - Parameter of relay selection for alarm by command voltage during oscilography - Very high - Relay 1;
IDM_;LPHD;1;OscVRly2Set4;Parameter of relay selection for alarm by command voltage during oscilography - Very high - Relay 2;HR19229B3 - Parameter of relay selection for alarm by command voltage during oscilography - Very high - Relay 2;
IDM_;LPHD;1;OscVRly3Set4;Parameter of relay selection for alarm by command voltage during oscilography - Very high - Relay 3;HR19229B4 - Parameter of relay selection for alarm by command voltage during oscilography - Very high - Relay 3;
IDM_;LPHD;1;OscVRly4Set4;Parameter of relay selection for alarm by command voltage during oscilography - Very high - Relay 4;HR19229B5 - Parameter of relay selection for alarm by command voltage during oscilography - Very high - Relay 4;
IDM_;LPHD;1;OscVRly5Set4;Parameter of relay selection for alarm by command voltage during oscilography - Very high - Relay 5;HR19229B6 - Parameter of relay selection for alarm by command voltage during oscilography - Very high - Relay 5;
IDM_;LPHD;1;PeakRly1Set1;Parameter of relay selection for alarm by motor start current peak - High - Relay 1;HR23100B2 - Parameter of relay selection for alarm by motor start current peak - High - Relay 1;
IDM_;LPHD;1;PeakRly2Set1;Parameter of relay selection for alarm by motor start current peak - High - Relay 2;HR23100B3 - Parameter of relay selection for alarm by motor start current peak - High - Relay 2;
IDM_;LPHD;1;PeakRly3Set1;Parameter of relay selection for alarm by motor start current peak - High - Relay 3;HR23100B4 - Parameter of relay selection for alarm by motor start current peak - High - Relay 3;
IDM_;LPHD;1;PeakRly4Set1;Parameter of relay selection for alarm by motor start current peak - High - Relay 4;HR23100B5 - Parameter of relay selection for alarm by motor start current peak - High - Relay 4;
IDM_;LPHD;1;PeakRly5Set1;Parameter of relay selection for alarm by motor start current peak - High - Relay 5;HR23100B6 - Parameter of relay selection for alarm by motor start current peak - High - Relay 5;
IDM_;LPHD;1;PeakRly1Set2;Parameter of relay selection for alarm by motor start current peak - Very high - Relay 1;HR23101B2 - Parameter of relay selection for alarm by motor start current peak - Very high - Relay 1;
IDM_;LPHD;1;PeakRly2Set2;Parameter of relay selection for alarm by motor start current peak - Very high - Relay 2;HR23101B3 - Parameter of relay selection for alarm by motor start current peak - Very high - Relay 2;
IDM_;LPHD;1;PeakRly3Set2;Parameter of relay selection for alarm by motor start current peak - Very high - Relay 3;HR23101B4 - Parameter of relay selection for alarm by motor start current peak - Very high - Relay 3;
IDM_;LPHD;1;PeakRly4Set2;Parameter of relay selection for alarm by motor start current peak - Very high - Relay 4;HR23101B5 - Parameter of relay selection for alarm by motor start current peak - Very high - Relay 4;
IDM_;LPHD;1;PeakRly5Set2;Parameter of relay selection for alarm by motor start current peak - Very high - Relay 5;HR23101B6 - Parameter of relay selection for alarm by motor start current peak - Very high - Relay 5;
IDM_;LPHD;1;WhRly1Set1;Parameter of relay selection for alarm by total energy spent by the motor during operation - Low - Relay 1;HR23102B2 - Parameter of relay selection for alarm by total energy spent by the motor during operation - Low - Relay 1;
IDM_;LPHD;1;WhRly2Set1;Parameter of relay selection for alarm by total energy spent by the motor during operation - Low - Relay 2;HR23102B3 - Parameter of relay selection for alarm by total energy spent by the motor during operation - Low - Relay 2;
IDM_;LPHD;1;WhRly3Set1;Parameter of relay selection for alarm by total energy spent by the motor during operation - Low - Relay 3;HR23102B4 - Parameter of relay selection for alarm by total energy spent by the motor during operation - Low - Relay 3;
IDM_;LPHD;1;WhRly4Set1;Parameter of relay selection for alarm by total energy spent by the motor during operation - Low - Relay 4;HR23102B5 - Parameter of relay selection for alarm by total energy spent by the motor during operation - Low - Relay 4;
IDM_;LPHD;1;WhRly5Set1;Parameter of relay selection for alarm by total energy spent by the motor during operation - Low - Relay 5;HR23102B6 - Parameter of relay selection for alarm by total energy spent by the motor during operation - Low - Relay 5;
IDM_;LPHD;1;WhRly1Set2;Parameter of relay selection for alarm by total energy spent by the motor during operation - Very low - Relay 1;HR23103B2 - Parameter of relay selection for alarm by total energy spent by the motor during operation - Very low - Relay 1;
IDM_;LPHD;1;WhRly2Set2;Parameter of relay selection for alarm by total energy spent by the motor during operation - Very low - Relay 2;HR23103B3 - Parameter of relay selection for alarm by total energy spent by the motor during operation - Very low - Relay 2;
IDM_;LPHD;1;WhRly3Set2;Parameter of relay selection for alarm by total energy spent by the motor during operation - Very low - Relay 3;HR23103B4 - Parameter of relay selection for alarm by total energy spent by the motor during operation - Very low - Relay 3;
IDM_;LPHD;1;WhRly4Set2;Parameter of relay selection for alarm by total energy spent by the motor during operation - Very low - Relay 4;HR23103B5 - Parameter of relay selection for alarm by total energy spent by the motor during operation - Very low - Relay 4;
IDM_;LPHD;1;WhRly5Set2;Parameter of relay selection for alarm by total energy spent by the motor during operation - Very low - Relay 5;HR23103B6 - Parameter of relay selection for alarm by total energy spent by the motor during operation - Very low - Relay 5;
IDM_;LPHD;1;WhRly1Set3;Parameter of relay selection for alarm by total energy spent by the motor during operation - High - Relay 1;HR23104B2 - Parameter of relay selection for alarm by total energy spent by the motor during operation - High - Relay 1;
IDM_;LPHD;1;WhRly2Set3;Parameter of relay selection for alarm by total energy spent by the motor during operation - High - Relay 2;HR23104B3 - Parameter of relay selection for alarm by total energy spent by the motor during operation - High - Relay 2;
IDM_;LPHD;1;WhRly3Set3;Parameter of relay selection for alarm by total energy spent by the motor during operation - High - Relay 3;HR23104B4 - Parameter of relay selection for alarm by total energy spent by the motor during operation - High - Relay 3;
IDM_;LPHD;1;WhRly4Set3;Parameter of relay selection for alarm by total energy spent by the motor during operation - High - Relay 4;HR23104B5 - Parameter of relay selection for alarm by total energy spent by the motor during operation - High - Relay 4;
IDM_;LPHD;1;WhRly5Set3;Parameter of relay selection for alarm by total energy spent by the motor during operation - High - Relay 5;HR23104B6 - Parameter of relay selection for alarm by total energy spent by the motor during operation - High - Relay 5;
IDM_;LPHD;1;WhRly1Set4;Parameter of relay selection for alarm by total energy spent by the motor during operation - Very high - Relay 1;HR23105B2 - Parameter of relay selection for alarm by total energy spent by the motor during operation - Very high - Relay 1;
IDM_;LPHD;1;WhRly2Set4;Parameter of relay selection for alarm by total energy spent by the motor during operation - Very high - Relay 2;HR23105B3 - Parameter of relay selection for alarm by total energy spent by the motor during operation - Very high - Relay 2;
IDM_;LPHD;1;WhRly3Set4;Parameter of relay selection for alarm by total energy spent by the motor during operation - Very high - Relay 3;HR23105B4 - Parameter of relay selection for alarm by total energy spent by the motor during operation - Very high - Relay 3;
IDM_;LPHD;1;WhRly4Set4;Parameter of relay selection for alarm by total energy spent by the motor during operation - Very high - Relay 4;HR23105B5 - Parameter of relay selection for alarm by total energy spent by the motor during operation - Very high - Relay 4;
IDM_;LPHD;1;WhRly5Set4;Parameter of relay selection for alarm by total energy spent by the motor during operation - Very high - Relay 5;HR23105B6 - Parameter of relay selection for alarm by total energy spent by the motor during operation - Very high - Relay 5;
IDM_;LPHD;1;MinVRly1Set1;Parameter of relay selection for alarm by minimum voltage spent by the motor during operation - Low - Relay 1;HR23106B2 - Parameter of relay selection for alarm by minimum voltage spent by the motor during operation - Low - Relay 1;
IDM_;LPHD;1;MinVRly2Set1;Parameter of relay selection for alarm by minimum voltage spent by the motor during operation - Low - Relay 2;HR23106B3 - Parameter of relay selection for alarm by minimum voltage spent by the motor during operation - Low - Relay 2;
IDM_;LPHD;1;MinVRly3Set1;Parameter of relay selection for alarm by minimum voltage spent by the motor during operation - Low - Relay 3;HR23106B4 - Parameter of relay selection for alarm by minimum voltage spent by the motor during operation - Low - Relay 3;
IDM_;LPHD;1;MinVRly4Set1;Parameter of relay selection for alarm by minimum voltage spent by the motor during operation - Low - Relay 4;HR23106B5 - Parameter of relay selection for alarm by minimum voltage spent by the motor during operation - Low - Relay 4;
IDM_;LPHD;1;MinVRly5Set1;Parameter of relay selection for alarm by minimum voltage spent by the motor during operation - Low - Relay 5;HR23106B6 - Parameter of relay selection for alarm by minimum voltage spent by the motor during operation - Low - Relay 5;
IDM_;LPHD;1;MinVRly1Set2;Parameter of relay selection for alarm by minimum voltage spent by the motor during operation - Very low - Relay 1;HR23107B2 - Parameter of relay selection for alarm by minimum voltage spent by the motor during operation - Very low - Relay 1;
IDM_;LPHD;1;MinVRly2Set2;Parameter of relay selection for alarm by minimum voltage spent by the motor during operation - Very low - Relay 2;HR23107B3 - Parameter of relay selection for alarm by minimum voltage spent by the motor during operation - Very low - Relay 2;
IDM_;LPHD;1;MinVRly3Set2;Parameter of relay selection for alarm by minimum voltage spent by the motor during operation - Very low - Relay 3;HR23107B4 - Parameter of relay selection for alarm by minimum voltage spent by the motor during operation - Very low - Relay 3;
IDM_;LPHD;1;MinVRly4Set2;Parameter of relay selection for alarm by minimum voltage spent by the motor during operation - Very low - Relay 4;HR23107B5 - Parameter of relay selection for alarm by minimum voltage spent by the motor during operation - Very low - Relay 4;
IDM_;LPHD;1;MinVRly5Set2;Parameter of relay selection for alarm by minimum voltage spent by the motor during operation - Very low - Relay 5;HR23107B6 - Parameter of relay selection for alarm by minimum voltage spent by the motor during operation - Very low - Relay 5;
IDM_;LPHD;1;MinVRly1Set3;Parameter of relay selection for alarm by maximum voltage spent by the motor during operation - High - Relay 1;HR23108B2 - Parameter of relay selection for alarm by maximum voltage spent by the motor during operation - High - Relay 1;
IDM_;LPHD;1;MinVRly2Set3;Parameter of relay selection for alarm by maximum voltage spent by the motor during operation - High - Relay 2;HR23108B3 - Parameter of relay selection for alarm by maximum voltage spent by the motor during operation - High - Relay 2;
IDM_;LPHD;1;MinVRly3Set3;Parameter of relay selection for alarm by maximum voltage spent by the motor during operation - High - Relay 3;HR23108B4 - Parameter of relay selection for alarm by maximum voltage spent by the motor during operation - High - Relay 3;
IDM_;LPHD;1;MinVRly4Set3;Parameter of relay selection for alarm by maximum voltage spent by the motor during operation - High - Relay 4;HR23108B5 - Parameter of relay selection for alarm by maximum voltage spent by the motor during operation - High - Relay 4;
IDM_;LPHD;1;MinVRly5Set3;Parameter of relay selection for alarm by maximum voltage spent by the motor during operation - High - Relay 5;HR23108B6 - Parameter of relay selection for alarm by maximum voltage spent by the motor during operation - High - Relay 5;
IDM_;LPHD;1;MinVRly1Set4;Parameter of relay selection for alarm by maximum voltage spent by the motor during operation - Very high - Relay 1;HR23109B2 - Parameter of relay selection for alarm by maximum voltage spent by the motor during operation - Very high - Relay 1;
IDM_;LPHD;1;MinVRly2Set4;Parameter of relay selection for alarm by maximum voltage spent by the motor during operation - Very high - Relay 2;HR23109B3 - Parameter of relay selection for alarm by maximum voltage spent by the motor during operation - Very high - Relay 2;
IDM_;LPHD;1;MinVRly3Set4;Parameter of relay selection for alarm by maximum voltage spent by the motor during operation - Very high - Relay 3;HR23109B4 - Parameter of relay selection for alarm by maximum voltage spent by the motor during operation - Very high - Relay 3;
IDM_;LPHD;1;MinVRly4Set4;Parameter of relay selection for alarm by maximum voltage spent by the motor during operation - Very high - Relay 4;HR23109B5 - Parameter of relay selection for alarm by maximum voltage spent by the motor during operation - Very high - Relay 4;
IDM_;LPHD;1;MinVRly5Set4;Parameter of relay selection for alarm by maximum voltage spent by the motor during operation - Very high - Relay 5;HR23109B6 - Parameter of relay selection for alarm by maximum voltage spent by the motor during operation - Very high - Relay 5;
IDM_;LPHD;1;CrvRly1Set1;Parameter of relay selection for alarm by consumption curve during operation - Under the signature - Relay 1;HR23110B2 - Parameter of relay selection for alarm by consumption curve during operation - Under the signature - Relay 1;
IDM_;LPHD;1;CrvRly2Set1;Parameter of relay selection for alarm by consumption curve during operation - Under the signature - Relay 2;HR23110B3 - Parameter of relay selection for alarm by consumption curve during operation - Under the signature - Relay 2;
IDM_;LPHD;1;CrvRly3Set1;Parameter of relay selection for alarm by consumption curve during operation - Under the signature - Relay 3;HR23110B4 - Parameter of relay selection for alarm by consumption curve during operation - Under the signature - Relay 3;
IDM_;LPHD;1;CrvRly4Set1;Parameter of relay selection for alarm by consumption curve during operation - Under the signature - Relay 4;HR23110B5 - Parameter of relay selection for alarm by consumption curve during operation - Under the signature - Relay 4;
IDM_;LPHD;1;CrvRly5Set1;Parameter of relay selection for alarm by consumption curve during operation - Under the signature - Relay 5;HR23110B6 - Parameter of relay selection for alarm by consumption curve during operation - Under the signature - Relay 5;
IDM_;LPHD;1;CrvRly1Set2;Parameter of relay selection for alarm by consumption curve during operation - Over the signature - Relay 1;HR23111B2 - Parameter of relay selection for alarm by consumption curve during operation - Over the signature - Relay 1;
IDM_;LPHD;1;CrvRly2Set2;Parameter of relay selection for alarm by consumption curve during operation - Over the signature - Relay 2;HR23111B3 - Parameter of relay selection for alarm by consumption curve during operation - Over the signature - Relay 2;
IDM_;LPHD;1;CrvRly3Set2;Parameter of relay selection for alarm by consumption curve during operation - Over the signature - Relay 3;HR23111B4 - Parameter of relay selection for alarm by consumption curve during operation - Over the signature - Relay 3;
IDM_;LPHD;1;CrvRly4Set2;Parameter of relay selection for alarm by consumption curve during operation - Over the signature - Relay 4;HR23111B5 - Parameter of relay selection for alarm by consumption curve during operation - Over the signature - Relay 4;
IDM_;LPHD;1;CrvRly5Set2;Parameter of relay selection for alarm by consumption curve during operation - Over the signature - Relay 5;HR23111B6 - Parameter of relay selection for alarm by consumption curve during operation - Over the signature - Relay 5;
;;;;;;
